Comment,Sentiment
back in nov there wa a lot of expectation around the release of this teaser e announced they would show it at the end of one of their news program everyone went nut i did a recording on vhs and watched it for several month until the movie wa released i didn't have a good internet connection to download a trailer you would have to wait several hour that vhs wa pretty much burned out after a few week,negative
the only thing which is not worthless is the music the movie wa absolute trash,positive
cant wait for ezra to show up no way thrawn took him out ezra be like: did we defeat the empire everyone: yes and no,negative
i really like this anakin kid actor hope he doesnt lead the police on a high speed chase later in his life,positive
yo it the thing from the rebel that tower outside the city thing,negative
clearly they missed the psa about looking directly into the eclipse,positive
disney ha a really great way of presenting amazing trailer that don't live up to the hype i've enjoyed every show they've put out but they make it seem more epic than it really is,positive
it's amazing you let something this good even be made disney and wow it isn't woke either unfortunately the garbage heap of disaster you've made (besides the mandalorian a well) have produced no initial interest of this series thank you for renewing it for a second season though you're listening even though it's the smallest voice of the actual fanbase who love star war someone heard kathleen must not have gotten her skeletal hand in this series there might be a god after all oh wait jedi baby is a thing now nvm,positive
the best since empire blow me away how well they pulled this off,positive
this show made zero sense i love andor it the besssst whats it about ummm,positive
by far the best thing to come out of the star war universe since empire shame there will only be one more season i expect some of the future disney star war show will be hit or miss depending on who is involved anything star war related should be/should have been of this caliber and that includes the prequels,negative
this show would be better if the princess wasn't played by some little year old when she's supposed to be in the show she look like a toddler running for pete sake,positive
i couldn't understand what anybody wa saying in his childhood scene they were speaking an alien language and there were no subtitle they should have had subtitle,negative
i hope the fan come out and support this show it is fantastic it is the first star war show that i eagerly wait to watch each week,positive
not bad but definitely not great with self righteous political innuendo interwoven into the story line,negative
disappointing how i still get the trailer of this trash in my feed,negative
i don't think this trailer showed too much it wa the most well done of the trilogy thats not to say that this movie wa the best however,positive
thismay be the star war show i have waited for my entire life too see,negative
keep coming back to this trailer music give me the chill every time epic,neutral
ahsoka is the last hope for star war if it wasnt for her show i would be canceling disney,negative
it wa easy to tell by the trailer that this would be a silly childrens show what a terrible show,neutral
lolwho's next to get a series before vader cp rd the little door droid at jabbas palace,neutral
this trailer gave u so much hope of what could have been shame the trailer wa better than the movie i remember when this aired i wa sooooo stoked and excited for what again could have been,positive
thanks this movie i waiting movie film are warting in cinema i waiting several star war movie cinema,negative
i must say i grew up watching rebel and oh my god im so excited,positive
would someone who think the main star war canon is derivative garbage like this series or must you be a fan of the core film,neutral
for every star war fan it would be cool if they could have made original film into game and have them on dvd the original trailgy from the way they should have been made because the fan are getting tired of them in special edition when they say original version and they start to watching them and it's the special edition one i wish they could have both version one from original and special edition on dvd my son ha been looking for the original version fullscreen he bought special edition on dvd and thought one of them would be original with original trilogy with original cover boxset please have version on dvd and special edition on dvd so the fan can pick which one they mostly want to see more of maybe both version thanks,positive
it not possible that every time i see this teaser i cry a lot simply beautyful,negative
hope to see a scene with anakin and ahsoka even if it's a flashback that would be sick,negative
it been year and im still disapointed i mean they had everything to make a good final for the saga but everything went wrong there were two story plot that seems to work but they choose the one that doesnt work :/,negative
copy p- and make it p-(two side and back blast) football size stadium trillion dollar each,neutral
yes the film had weakness but also many strength just ewan mcgregor and liam neeson the podracer race and all the creativity all in all a good work,positive
i want a show called skywalker which would take place before the force awakens because i want to see how luke vanishes and go the planet ahch-too,positive
they say the saga will end but yet they will make another movie am sure,positive
this show feel very overwhelming and underwhelming at the same time i love it but i feel like i love it for the wrong reason my love for this show ha very little to do with the actual boba fett plot line and more to do with all of the mandalorian tie in,positive
diego luna is a spanish/warner/ mexican we fight to the end for freedom viva mexico,positive
they really had the nerve to release this incredible series then give u the pure mediocrity that wa mando s,negative
i hope that there will be a scene with rex luke ashoka and r-d where they are reminiscing about anikin,positive
no matter what you thought of the film whoever made the trailer are absolute genius,negative
ewan mcgregor is the only reason id come back to star war f# disney,negative
even though the sequel trilogy mostly sucked i think this wa the best movie out of it,positive
never would i have expected a star war show to be this good the other show have a lot to measure up on,negative
who the heck cast a scottish actor a a empire police sergeant,neutral
ill truly never understand the hate the prequels got wa the dialogue a bit cheesy at time yeah but all of them felt like true star war film through and through fun from beginning to end and unlike the recent trilogy they actually had a plot and story to tell,positive
rumor say that if anyone know that anakin wa alive it probably be reva,positive
whatre these star war fan talking about this wa really good but man this music wasnt in the movie wish it wa,positive
the beginning of the end of star war a wasted franchise the force wa strong now it just female,negative
i hope we can see kanan in a flashback or something still my favourite character,positive
after watching episode this series should get an oscar this is the way,neutral
cool concept but i expect they will disney this up just like the other show,positive
omg is this show boring didnt even make it past episode every first episode of any show ha to have something to make the viewer want to watch more and this ha nothing,positive
this series is like a turf you've been holding in for day trying to squeeze it out and it's massive and solid just woke disney cleveland steamer,positive
this min trailer is better than any of the total hour of the sequel trilogy,positive
i say they shouldve pulled a netflix and released it all on one day the series is just too slow to have one come out weekly,neutral
i remember at celebration last year how so many people were so negative about this show they said thing like no one care about cassian no one asked for this story it going to be boring but i knew i knew this show wa going to change everything the expectation for writing within the star war franchise all i can say is that every episode left me wanting more made me feel a if i were there and taught me something new both fictionally and a a story teller,negative
this is the outmost best ever series of star war when is the nd one can't wait,positive
i'm pretty sad that one of the thing i loved the most about pop culture and overall sci-fi medium is now a shadow of itself i miss star war,negative
people complaining that this trailer is spoiler filled what like we didn't know that vader wa anakin,positive
the word ha to be a teleport word it is abducted litterally you need the spacejet to abduct you,negative
obiwan series should be the conclusion of the entire star war franchise,negative
i don't know why tpm get such a bad rap it wa engaging it introduced the galaxy before empire we all knew what the character did not it wa the first time we saw modern lightsaber battle it featured a bombass villain in darth maul it made u love a jedi who died dramatically by the end of the movie and never returned to the prequels it established a new obi-wan who wa probably the best thing of all three prequel movie it did so many thing right but it introduced a goofy jarjar character and everyone throw a fit personally i see jarjar a a plus too the original star war wa goofy in it own way too and let's not forget that jarjar wa meant to be there a a clown character for kid and kid did love him yes i'm aware that he did originally have a larger plot role a a sith spy blah blah but that wa abandoned thankfully he remained in his role a a screen jester and filled that role wonderfully all around well done and the other thing people said they didn't like the performance by jake lloyd (young anakin) well tough nugget you can't really expect a child actor to do such knockout performance with a script so campy i don't hear anyone complain a much about daniel radcliffe a harry potter and i would say that his performance wa about the same people just love to join the chorus of what to complain about,positive
one of the best star war show of obi-wan kenobi need the hype he is one of the best character of star war,positive
i just spent a week rewatching rebel for this and i am so looking forward to the continuation of that story so great seeing this stuff in live action,positive
i just want to write that my name is josh and i want to write that it's the year and carrie fisher still doesn't have a star on the hollywood walk of fame,positive
they forgot a sequence of general grievous dieing and cody shooting on obi than the tra(spo)iler would have been complete,negative
if they continue in a decade or so i want ben solo resurrected so they can fully explore the dyad concept,positive
i come back and watch this trailer at time when i need to feel feeling,positive
almost one year later feel like this show missed could have easily been the best show or movie (which they initially planned) it would've broken record beating force awakens in box office collection no hate but the set theme scoring and the storyline wa very misdirected however if you take into consideration how they handled the character of vader/anakin and lightsaber choreography that carry the show to decency,negative
i gotta say im very surprised i havent seen anyone mention how insane baylans orange lightsaber is i think it may be the prettiest lightsaber ive ever seen,positive
the only thing scarier than an imperial siege ship over a city is seeing it leaving,neutral
i wa too young to watch youtube at the time so i actually went into the film blindly,neutral
i wa surprised to see ron howard daughter is the director for at least some of the episode,positive
ah wow seems my prediction my observation that optimism and faith all paid off and at that i hope your trust in me wa fulfilled my friend i love to say i told you so watching my comment age like fine make me so happy i'm laughing at those who doubted me right now but also happy they've been proven wrong for the sake of all of u god bless gilroy and everyone else behind this masterpiece,positive
keep coming back to this trailer oh how i wish the movie wa a good a the trailer is,positive
a movie that established the republic the senate the jedi council and a slew of new race and alien everything in this movie is creative everything in sequel trilogy is a reflection of extension of prequel and original trilogy look closer,positive
it's thrilling to have the crew of ghost back but won't their presence block the ahsoka's light,positive
like it or not the prequels cemented star war a a generation spanning franchise without them it would have died out and none of the great star war content we have today would have happened,negative
when ca wa injured in the first fight and then the different character kept referring to his injury and not just forgotten it showed that the show actually care about continuity great show,positive
i'm year old and i had seen all of the original lucas film's (new hope revenge jedi) this is up there with all of them this wasn't even directed by lucas but this movie had the same spirit of the original this is how hollywood should roll out this is the first time in many year an absolute winner,positive
this show look great i dont watch starwars and i think it good however diego luna played manolo in the book of life and i will never be able to hear his voice and not think of that movie which is great so i will not watch this show,positive
tbh i dont think spoiler were that serious back then a they are now like people before would just want to watch the movie to see everything go down and they wouldnt care for the spoiler,neutral
an uninspired movie nothing to do with star war the worst i've seen disney ruined star war,negative
the star way cast ha just become resident of brooklyn zero threat maximum pretentiousness,negative
keep wondering if someone is trying to introduce a new word into the english language with the series title andor a a combination of and or who know,neutral
more girl power garbage from disney about a exciting a the wnba,positive
i made a mistake i gave this series a chance just two day agoand now i binged watched all episode before i knew what happened it suck you in so easily the best i can describe it is what if star war had real people in it no light saber v hundred of droids no thousand of star destroyer rising from the planet surfacejust real world building with plausible people that's all we want we want to watch star war without having to say oh c'mon,negative
masterpiece greatest piece of star war that's come out since revenge of the sith,positive
really surprised there isn't woke comment in the comment section,positive
ep movie came out in this trailer came out in and yet people talk about spoiler there's year between it lol,positive
the problem with star war is they keep destroying the icon that are now part of the culture and doesnt care for the legacy do it right or dont do and ruin it,negative
i wa just a kid when this came out but lemme tell you something; you thought the hype for the force awakens wa high the hype for this movie wa tenfold not kidding this movie wa freaking everywhere,negative
if you love two people at the same time choose the second one because if you really loved the first one you wouldnt have fallen for the second if you love two people at the same time v a n e s s a and a m b e r choose the second one jd the r u m d i a r y in when a m b e r wa year old there wa a scene where im taking a shower and then she come into the room and she open the shower and we kiss and that moment wa it felt like something that i shouldnt be feeling because she had her wife and i had v a n e s s a and kiddy if d i s n e y came to you with million dollar and a million alpaca nothing of this earth would get you to back and work with d i s n e y on a p i r a t e s o f t h e c a r i b b e a n film that is truth mister r o t t e n b o r n,positive
best star war any format since empire i never expected it but it somehow true amazing show,positive
y'all better not mess this up hint stop spitting on ot and the eu maybe then i'd subscribe kk gone yet i keep asking,positive
had hope for this but i should have known it wouldn't be about kenobi vader or that,positive
rogue one the mandalorian and now andor the three good thing that came out of disney star war,negative
people have to learn how march like darth vader the planet are round,positive
absolutely fantastic show lightyears ahead of anything other disney,positive
this trailer gave me so much hope i despise the sequel trilogy and yet still to this day whenever i watch this trailer i get tear in my eye,positive
read a lot of purest sw b around this series and wa putting it off watched it now and it ha some really memorable scene and the acting and technical performance wa quality,positive
we should cast a year old fat dude a this ba worst casting ever,negative
i can't wait to watch this in the theater i bet the kid who play anakin must have loved working in this film,positive
it strange yet pretty funny how the trailer were better than the actual movie,positive
Great great sir 👍,positive
Sir ap se kese contact kia jae,neutral
Great work keep it up,positive
Sir g ma ya freelance  krna chati ho but mujy kuch b ni pta but i want  to learn skill,neutral
"sir,  i husnain, aap ko faisalabad se aik brilliant student dena  chah rhaa hon?",positive
Sir I have started this basic course on youtube ...how can I get excercises...can you help me?,neutral
AI k lye python sekhni hogi kia ???,neutral
Amazing,positive
Skill development<br>Problem solving &amp; Critical thinking,positive
very informatic v,positive
This session was really helpful irfan sir. Very nice and we are thankful to you for this 🙏🙏 bless uhh,positive
Cat is most sensitive animal of the world.<br>Thankful to you dear sirs,positive
Love from Bangladesh,positive
Aslamualikum sir ma na  simple M A kia hua ha kia ma A I seekh skta hoon plz guide me or kahan sy seekhu,neutral
Thank you for the great lecture,positive
بڑے افسوس کے ساتھ کہنا پڑ رھا ھے کہ میں نے اپنے اردگرد جتنے بھی لوگوں سے AI کے بارے میں پوچھا تو 98 ٪ لوگوں کو AI کے بارے میں کچھ بھی پتہ نہیں اور نہ کسی کو AI سے کوئی غرض ھے پتہ نہیں ھم باقی دنیا سے کتنے پیچھے ھیں۔,negative
"I&#39;d like to express my gratitude to Muhammad Irfan and his entire team for this course. I&#39;ve recently begun, and, Inshallah, I plan to see it through to the end &lt;3. I&#39;m setting myself a 40-day challenge, committing to watching one video each day.",positive
How AI is helpful for students?,positive
MashaAllah😊 what an explanation of AI <br>Great work,positive
"Request to all Pakistanis software engineers that, please please learn AI as soon as possible. It will pay you a lot in near future",positive
Keya koi jo bilkul be na janta ho wo ky iss course sy seek sakta hai,positive
"Thanks for appreciating us in the lecture <a href=""https://www.youtube.com/watch?v=3tDE4hDaYgw&amp;t=1h16m37s"">1:16:37</a>",positive
"Great way of teaching <a href=""https://www.youtube.com/watch?v=3tDE4hDaYgw&amp;t=1h08m09s"">1:08:09</a>",positive
Basic problem of ai is ai don&#39;t know many languages,negative
I think i am following up late but i will follow it till end InshaAllah great effort sir 👍,positive
An algorithm is a step-by-step procedure or set of rules designed to perform a specific task or solve a particular problem.,neutral
What&#39;s Ai?,neutral
Assalam u alaikum sir Irfan Malik when Ai make?,neutral
Masha Allah guys doing great job...God Bless You!,positive
Total fraud.,negative
I highly appreciate you Sir! ❤ <br>May Allah Almighty bless you,positive
amazing teacher you are it was informative and impressive. started today hope i will complete the course.Irfan Malik u are a star.,positive
Which types of the projects can be done by AI.,neutral
Very Thanks to Irfan Malik Sb. for such a great work startup here i.e. too much appreciable effort.,positive
"I appreciate the support in AI education. Dear Irfan and your team have made understandable for someone like me with a law background.<br><br>Understanding different AI branches like classic AI, Neural AI, and general AI has been crucial. Learning about Models have been enlightening, and I’m eager to explore how these models can enhance innovation and quality in my field.<br><br>Your team’s dedication has simplified AI for me and opened doors for future applications. Looking forward to more learning and collaboration.<br><br>Excited about the vision of using AI models to improve various fields in the future.<br><br><br>I can foresee the impact on my law practice and my wife, who is in medical field a tech specialist or prompt expert , using AI models in our respective fields.<br><br>Regards,Khalid Rind <br>Sydney",positive
Sr nice job you learn so easy way and examples are so easy,positive
Sr nice job you learn so easy way and examples are so easy,positive
"Irfan bhai and DrSb Salute to your sincerity, dedication and love to develop people by inputting your max. This is what our beloved prophet Muhammad peace be upon him Said that the best of human is the one who is beneficial to others May Almighty Allah bestow you more blessings. Aameen",positive
Sir how can i apply for AI and any classes and session start anywhere,neutral
"Finished the first lecture, and I must say it&#39;s a must take course for every beginner AI enthusiasts like me. Thank you sir @irfan and @xeven solution for designing and providing this incredible course free of cost. Highly appreciated 👍",positive
Lecture -1 completed Amazing 🤩,positive
"Sir main new hon thori bohat information hai computer k bary main, main online earning krna chahta hon to kia main ai seekh sakta hon directly ya mjy phely koi skill seekhna chahiy plz guide me",neutral
Today I hv seen u first time. <br>Learnt a lot<br>Thank you,positive
Thanks a lot!,positive
thank you,positive
The spreading of Ai or increase in the tools of Ai day by day reminds me about the hadees of Muhammad SAWW k anqareeb wo waqt ay ga jb fitny tmharay gron main barish k qatron ki trha dakhil honngy..😢. Next Allah Knows better... But the thing is we should must learn machine so that we can defend if there will be any mishap😂😂😂,negative
Good super knowledge provided but my suggestion that avoid both category persons technical n untechnical persons same classes. Seperation class will result faster. Because if we blow both categories same time they will be bore one by one.,positive
Thanks,positive
Sir Mjhy Samjh Nahi Arahi Iss Course Ki Kindly guide Me. But Main Samjh raha hnn,negative
I am watching sir Syeed Ahmad Khan ideology...,neutral
I am student of BS chemistry....can i learn this?? <br>Is it for everyone?? Or only for students related to computer sciences...,neutral
Sir Amazing,positive
20 mint tak watch kia abe tak kuch sumgh ni aa re koi mugay motivate kr day,negative
I watch vedio from Abu Dhabi very nice every night,positive
sent me assignment .sir,neutral
Algorithm = the way of working<br>Modal  = like a tool jis ki programing hwe ve ho or usse use krna ho  <br>Am I right sir?,neutral
Sir i am a student of ai and ml private college btech first year  can i see your lecture its helpful for me or not,neutral
Thank you sir  ge information,positive
impressive .thank you so much sir,positive
sir please share these slides .....,neutral
"&quot;A big salute to Irfan Malik! Your dedication to uplifting the community through education is truly admirable. Your commitment to sharing knowledge selflessly serves as a beacon of inspiration. Your teaching skills (especially story building), combined with a generous heart, make you a lighthouse guiding many toward success. In a landscape where some prioritize profits over education, your altruistic approach is a refreshing example. Keep illuminating the path of learning for others. Thank you for being a driving force for change!&quot; in the last again a lot of appreciation for you and your team and a lot of prayers.",positive
Dr ko lecture dena nahi aata bechare ko,negative
I cant learn anything that so unstructured and tangential,negative
Hello muj lata pata chl h. ap email kasy snd kro.plesse guide,neutral
Plz inhouse training ke liye  aik clear criteria rakhain apny channel ko chlany ke liye sari dunya ko apny peechay mat lagain aur bachon ka time waste na karain .,negative
LISTENED IT FOR 2ND TIME REVISON HEHHEHEHE,positive
Thank u so much,positive
Thank your very good explanation,positive
sir you said about API and we say that API worked as a third party?<br>means that we take information about any model and dilever to other in this way we are the raw matreril?can you tell me more about API?,neutral
Wonderful explanation of technical concepts thank you so much Sir for these lectures ❤,positive
"Sir I watched all lecture 1 , your way of delivering lecture is superb, but doctor shb use difficult language, which is difficult to understand, please Dr shb use easy wording for non technical person, once again thanks  Irfan malik of delivering lecture with example which is easy for understanding the computer language terms,",negative
"Ma shah Allah Sir, great job. may Allah happy and more success in your life.Ameen.",positive
very nice,positive
Really Appreciate your work. May Allah bless you both and reward you for it Ameen,positive
Thanks sir,positive
What is proms,neutral
Sir bht Acha lg ra hy .kash min ap k pas byht KR class ly skty.very nice.zabardast.,positive
Sir g agr min Leachers half chur dati hun Tu dubara kesy wahin sy  satat lun gi.please help me?,negative
Sir ap ny mujy step by step guide kr na hy. Mujy nh pat kesy kr na hy.,negative
I shall be very thankful to you if you kindly help them in learning.,positive
Assalam u alaikum sir. Mery bhateejy abi choty Hain but wo boht crazy Hain coding or designing seekhny k Liye. Ak three class me Hy or ak six class me. Jo six me Hy wo JavaScript seekh rha Hy. Me usy apka ye course refer ker deti Hun k wo ye ker Le. Plz aap her lec. K baad ki assignment b description me hi de diya kren. Ta k wo practically ker Le. Ma Sha Allah bohat intelligent or hardworking Hain wo. In Sha Allah ker Len gy.,positive
Pakistani should be thankful for this priceless efforts of the xeven team and mostly of sir Irfan,positive
and sir your method of teaching is nice🤗,positive
SIR jab maine firstime lecture lia to kuch smj nhi aya lekin jab maine 2nd time lia to I undestand alot,positive
Very very informative,positive
Can they will award us with a Certificate after we complete the course.,neutral
Cool and nice narration with information.,positive
"Assalam u alaikum sir Irfan Malik, Dr. Sahib and your team so easy way to teaching and a very informative and very useful lecture for me.  i listen the complete lecture today. Sir i want to know that my age is 49 and i want to build a career in IT kinldy guide me how and from where i should be start my qualification is Ma Pol Science please.",positive
How we can submit our Assigment during online now a days,neutral
sir please guide me,neutral
thanku sir for a good session,positive
"Assalamualaikum, sir,  really Appreciate ,  grateful to you  , Dr. Shahb Tc from Masroor Allahanegeyybann",positive
Love from india 🇮🇳❤,positive
Omg thank you sir g,positive
keep it up dont break this Lecture,positive
Really Appreciate your work. May Allah bless you both and reward you for it Ameen ❤,positive
"There is so much information, a masterpiece. Keep it up, Irfan Malik.",positive
Sir i want to learn being an untech person,positive
"Sir hum online enrol nhi kr skty,hum lrkiyan kaisy aaien dosry sheron se",negative
"great sir, please make one more course on advance topics, I&#39;m very inspired from your teaching method and content material.",positive
Good work,positive
No,negative
Teaching in Urdu is something that is highly appreciated,positive
Much awaiting and much needed show.... thank you all....❤❤❤,positive
"Algorithms are like the recipes for cooking, and models are the dishes you create using those recipes.",positive
I ALSO WANT TO DO CS IN FUTURE,positive
Sir how to recieve certificate,neutral
Always I pay tribute to Sir Irfan Malik whenever I watch his lectures <br><br>Just awesome,positive
Great job sir your lecture are amazing,positive
Nice❤❤❤,positive
"Masha Allah, congratulations to the whole team. Irfan sb your step towards training the people of Pakistan is highly commendable. You are like a lighthouse and an excellent example for the people who are looting /making money by teaching these courses._x000D_<br>I am very much impressed with your generosity, teaching skills and having a kind heart for your nation._x000D_<br>Once again I would say Keep it up!!",positive
"I am a small youtuber, Is this beneficial for me?",neutral
What a great lecture Sir Allah bless you,positive
What is study required,neutral
How to enroll?,neutral
"Deep learning course: AI for everyone , I think these all 35 lectures are based on that course.",positive
That&#39;s the thing what I knew before😂 (Kuch logo ko bech me course chod k Jana ha hume pata ha) please guys do focus from the beginning..,positive
❤❤❤❤,positive
Sir can you share slides please,neutral
Great 👍,positive
Thank you Lekin ap urdu ma KIO NAHI se ka ta,positive
jazakAllah kher,positive
I&#39;m totally from a diverse field but your tone is so clear to understand it&#39;s amazing,positive
Mza agya lecture ka perfect,positive
"Wonderful, Excellent efforts for your citizens, country. I love both of you and your whole team. Allah Almighty bless you and, your team and families, Ameen. 🌹You are the Nation builders 🌷",positive
Thanks for your initiative,positive
will you please share the lecture in document form?,neutral
i want to be prompt engineer,positive
aoa how i can register this course,neutral
Thanks Sir I met you in karachi at Hotel MarRiot  Pafla ..I also want tasks and projects online via email,positive
Aray Sir.... you are gem.... aj kal k time me kon free me itni information deta hai?????????,positive
why ai does it not update the data it always sends according to 2021 what is reason,negative
"Thank you sir,I have listened the whole <a href=""http://lecture.it/"">lecture.it</a> was amazing and I learnt a lot from this.",positive
Love from Abbottabad,positive
Great Work Sir ❤,positive
What a great way of Teaching. Both of You thank you so much for providing such a valuable content.,positive
lo;ve u sir from lahore,positive
Glad to find this basics of AI,positive
I from Bangladesh,neutral
"Assalam u alaikum Sir Irfan Malik &amp; his team, thank you for teaching AI to Pakistanis for free on YouTube.💯💯",positive
Thankyou sir for this informative and students friendly session. Totally inspired by you both 2 great teachers. i&#39;m computer science 3rd year student and now starting my career in AI. Thanks again sir and your team. ALLAH Azawajal apko es kawaish ka akhrat m  ajura dega inshaALLAH.,positive
where this physical class? karachi?,neutral
AOA sir I&#39;m rumana Arshad and I&#39;m widow and 57years old lady I&#39;m a part of gov sindh AI courses,neutral
Sir mujhy admission Lena h sir I am house wife plzzz,neutral
"Assalamoalaikum! It was worth watching. Learn alot of things, and inshaAllah i will learn from this platform.",positive
thank you so much sir,positive
Sir I m new .I don&#39;t know about AI tool .can you tell me please the complete procedure  to add as a student in this sation,neutral
prompt is a enternal softwer,neutral
sub se pahly aap paypal ki service pakistan man leker ay kam ker k pase paypal se lena sub se muskil kam hay,negative
aap blogger aur google site ki site q nahi free man sikha rahy hay?,negative
kiya aap log tence ki terha traning de rahy hay?,neutral
labule is veri importent  for your page,positive
prompt is veri nice job,positive
man 20 sal se kam ker rahi hon lakin algrothm nahin parhi thi is liya ak pasa bhi recive ker saki aur payment lost kergai aur lakon pare hay,negative
sub se phle hume algruthm perhna chay,neutral
simpale aap blogger se q nahi sikhat?,negative
"Assalam u alaikum sir Irfan Malik &amp; his team, thank you for your invaluable contribution Sir is there any documents of the lecture please?",positive
So great work Allah bless you ❤,positive
"Today is October 7th, 2023, marking four months since your inaugural AI lecture🎉. I want to express my sincere appreciation 😊 to you and your team for the outstanding presentation. I have eagerly commenced my journey into your AI course on this very floor.❤",positive
❤,positive
thank&#39;s.!,positive
v good job,positive
Can we amend more than 50 Aibmodels,neutral
Present in lecture 1 starting to end 😊,positive
Assalam_u_alaikum my name is uswa Jamshaid from grade5,neutral
Best &lt;3,positive
Great job.Very informative. Please add me in this AI course.,positive
Jo youtube se parh rahe hain unko assignments or quiz or task kese milenge,neutral
"Thank you Sir for AI free course, Sir learning or practices  k ly main Chat GPT free account use karlo ya paid wala version purchase karlo. Please Advise.",positive
Today I have started learning AI Properly. The whole session was really very wonderful. A hearty thanks to the whole Xeven Solution Team. JazakAllah,positive
Irfan Bhai thanks a lot for this great opportunity to learn this course and for enabling Pakistan in the competitive race of AI around the world. Hats off to you.,positive
"Assalamoalaikum! I am a teacher, and new on your channel. Desperately wants to learn new technologies. Well done for you and your team for doing  remarkable work👍",positive
"I started this course today, I will update my progress after completing the whole course.",neutral
Jazakallah for you and all your team.,positive
Iam from India the way of explaining is so good I really excited to learn it.,positive
"AslamOalikum,<br>Dear sir,<br>your video provides me good information. God bless U and Ur team.<br>I have a question. I am a cyber Security student . Can this course help me in me Cyber Security feature  or not and how much helpful?",positive
Today i start this course <br>Hopefully to learn <br>In shah Allah,positive
The way of explanation is fantastic,positive
❤,positive
Respected sir I have joined your course of AI today....plz consider me too....I also need it&#39;s assignments and quizzes....,positive
Asalamualaikum....Respected Mr rfan Malik....will you provide Certificate to your viewers and listeners ?,neutral
good,positive
"in label data, data is written below heading in column and without heading unlabel",neutral
step by step process to solve problem,neutral
AI us very interesting and vast field. But focus on exact point to  learn it quickly,positive
how to enroll in this course<br>and how to get mentorship for this course,neutral
Appreciate ur efforts thnks alot❤❤,positive
sirrrr sirrrr u r amazinggggggg.....i really reallly appreciate your hardworkkk.thank you so muchh sir .ap jese bnde agar hon tu dunya kahan se kahan phnch jae,positive
Assalam o Alaikum Sir bohot hi zabadsat or informative video thi <br><br>bhot sy courses join kiy hain lakin is sy bahtar nhi mila koi jis main achy Teachers ki tarah sawal jawab huy jis ko mukammal explain kia gya aesy aj kl koi b aesy explain nhi krta bas yhi sochty hain k khi koi or hum sy agy na nikal jay. <br><br>is tarah  to paid courses main bi nhi bataty. Allah ap logon ko mzeed taraqi dy or is kam ko sadqa jaria k toor pe qabool Farmay. Ameen جزاک اللہ,positive
MashaAllah this lecture is superb.  It&#39;s very easy to understand.  Thank you so much for your efforts.,positive
Sir today i start AI learning,positive
Sir mai bilkul zero level se sikhna chahata hu ky ye course mere liye hai..plz answer me😊,positive
"Bestt lecture♥️♥️<br>But, general AI beshak bhttt door hay..lkin kabhi na kbhi to aegna..Jo k dangerous Hoga...ELUN MASK said..AI IS FAR DANGEROUS THAN NUKES....<br>and Sofia robot said..IT IS THE FIRST STEP TO DOMINANT HUMAN RACE.....to ye bhtttt dangerous Nahi AI ??",negative
"May Allah (swt) Bless you, <br>you are doing an excellent job Mashallah 🥰",positive
Sir I am too much interested to do this... I have heared about your program very late..I have started to taken your courses but plz I want enroll in this course is there any other batch starting?,positive
"Masha Allah, congratulations to the whole team. Irfan sb your step towards training the people of Pakistan is highly commendable. You are like a lighthouse and an excellent example for the people who are looting /making money by teaching these courses.<br>I am very much impressed with your generosity, teaching skills and having a kind heart for your nation.<br>Once again I would say Keep it up!!",positive
Very Nice Sir,positive
Aslam o alikum sir how can i join you so i can also get asignments ? Please reply,neutral
How we can register ourself for this course please anyone guide ma,neutral
AI Softwares ke liye system requirements Kya hony chaheye.,neutral
Very wonderful <br>Ye sun k lag raha k itny saaal zada kr diy mn ne that is wonderful and I read to more studies in AI thanks for this effort,positive
ماشاءللہ اللہ پاک آپکو اجر عطا فرامۓ⁠❤,positive
I hear this word AI in 2013 from Indian girl. She was also doin MSC in Artificial intelligence in India.,neutral
"Can we not have the religion here. Plz.<br>Remember, everyone loves their religion.<br>If you pretend islam is the best, then anyone can ask you for the proof. And what about the life and character of mohd.",negative
Is certificate available to put on CV ?,neutral
Sir where is your physical institute please answer,neutral
👌👌,positive
What is the least income as a newcomer in freelancing AI in a month ?,neutral
"Sir 1st video dekh k bahut motivation mili k Insha Allah next bi bahut samjh aiay gi , Thanks ap ny bahut he behtreen tareeqay sy  AI k baray main batia. very difficult topic in a very interesting way 👍",positive
Thankyou.but sir video is blur.,negative
Will it be beneficial for course graphics designers?,neutral
Love U sir ❤️,positive
"Kamal bnda hai yaar .... irfan sb is interesting personality... ready to taught with smile, live real life examples",positive
Its really amazing😍,positive
MashaAllah,positive
Which AI skill would be the best for an average and below average students?,neutral
"Honorable sir, please short your videos and show us practical and we listened 16 years theory in our universities please concentrate only on practical",negative
"@irfanmalik for the free basic AI course please add it into one bucket, so someone don&#39;t need to scroll all the way down to find the first 2nd or 3rd lecture.",negative
"Assalamu Alikum sir , apka lecture kafi long tha but baht achy sy smjhaya thanks ☺️<br>Wesy ye mari filled nhi hy mari education simple he hy but mn phr bhi apk lectures sonu gi kuch to paly pary ga he 😅",positive
Sir Irfan is the Great teacher,positive
sir mein apni assignment ka screen shot kesy send kron apko,neutral
MashAllah,positive
"Hello Sir, Can I have the Slides of all the lectures. Thank you",positive
SALAM SIR MASHAALLAH J.J,positive
Good work ❤❤❤,positive
👍👍👍👍👍👍👍👍❤❤❤,positive
Respected Sir! I am starting this course. Can I register myself now.,neutral
Thanks for sharing these wonderful  lectures on YouTube.,positive
Thank you so much Sir for your efforts,positive
